SCC,Short_Desc,SCC1,SCC2,SCC3,SCC4,Sector,Description
2501012011,Miscellaneous Non-Industrial Not Elsewhere Classified,Storage and Transport,Petroleum and Petroleum Product Storage,Commercial Portable Gas Cans,Permeation,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Commercial Portable Gas Cans;Permeation
2501012012,Miscellaneous Non-Industrial Not Elsewhere Classified,Storage and Transport,Petroleum and Petroleum Product Storage,Commercial Portable Gas Cans,Evaporation (includes Diurnal losses),Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Commercial Portable Gas Cans;Evaporation (includes Diurnal losses)
2501012014,Miscellaneous Non-Industrial Not Elsewhere Classified,Storage and Transport,Petroleum and Petroleum Product Storage,Commercial Portable Gas Cans,Refilling at the Pump - Vapor Displacement,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Commercial Portable Gas Cans;Refilling at the Pump - Vapor Displacement
2501050120,Bulk Gasoline Terminals,Storage and Transport,Petroleum and Petroleum Product Storage,Bulk Terminals: All Evaporative Losses,Gasoline,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Bulk Terminals: All Evaporative Losses;Gasoline
2501055120,Bulk Gasoline Terminals,Storage and Transport,Petroleum and Petroleum Product Storage,Bulk Plants: All Evaporative Losses,Gasoline,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Bulk Plants: All Evaporative Losses;Gasoline
2501060051,Gas Stations,Storage and Transport,Petroleum and Petroleum Product Storage,Gasoline Service Stations,Stage 1: Submerged Filling,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Gasoline Service Stations;Stage 1: Submerged Filling
2501060053,Gas Stations,Storage and Transport,Petroleum and Petroleum Product Storage,Gasoline Service Stations,Stage 1: Balanced Submerged Filling,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Gasoline Service Stations;Stage 1: Balanced Submerged Filling
2501060201,Gas Stations,Storage and Transport,Petroleum and Petroleum Product Storage,Gasoline Service Stations,Underground Tank: Breathing and Emptying,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Gasoline Service Stations;Underground Tank: Breathing and Emptying
2501080050,Gas Stations,Storage and Transport,Petroleum and Petroleum Product Storage,Airports : Aviation Gasoline,Stage 1: Total,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Airports : Aviation Gasoline;Stage 1: Total
2501080100,Gas Stations,Storage and Transport,Petroleum and Petroleum Product Storage,Airports : Aviation Gasoline,Stage 2: Total,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Storage;Airports : Aviation Gasoline;Stage 2: Total
2505030120,Industrial Processes - Storage and Transfer,Storage and Transport,Petroleum and Petroleum Product Transport,Truck,Gasoline,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Transport;Truck;Gasoline
2505040120,Industrial Processes - Storage and Transfer,Storage and Transport,Petroleum and Petroleum Product Transport,Pipeline,Gasoline,Nonpoint,Storage and Transport;Petroleum and Petroleum Product Transport;Pipeline;Gasoline
2610000100,Waste Disposal,"Waste Disposal, Treatment, and Recovery",Open Burning,All Categories,Yard Waste - Leaf Species Unspecified,Nonpoint,"Waste Disposal, Treatment, and Recovery;Open Burning;All Categories;Yard Waste - Leaf Species Unspecified"
2610000400,Waste Disposal,"Waste Disposal, Treatment, and Recovery",Open Burning,All Categories,Yard Waste - Brush Species Unspecified,Nonpoint,"Waste Disposal, Treatment, and Recovery;Open Burning;All Categories;Yard Waste - Brush Species Unspecified"
2610000500,Waste Disposal,"Waste Disposal, Treatment, and Recovery",Open Burning,All Categories,Land Clearing Debris (use 28-10-005-000 for Logging Debris Burning),Nonpoint,"Waste Disposal, Treatment, and Recovery;Open Burning;All Categories;Land Clearing Debris (use 28-10-005-000 for Logging Debris Burning)"
2610030000,Waste Disposal,"Waste Disposal, Treatment, and Recovery",Open Burning,Residential,Household Waste (use 26-10-000-xxx for Yard Wastes),Nonpoint,"Waste Disposal, Treatment, and Recovery;Open Burning;Residential;Household Waste (use 26-10-000-xxx for Yard Wastes)"
2630020000,Waste Disposal,"Waste Disposal, Treatment, and Recovery",Wastewater Treatment,Public Owned,Total Processed,Nonpoint,"Waste Disposal, Treatment, and Recovery;Wastewater Treatment;Public Owned;Total Processed"
26500320,Mobile - Non-Road Equipment - Gasoline,Internal Combustion Engines,Off-highway 4-stroke Gasoline Engines,Industrial Equipment,Industrial Fork Lift: Gasoline Engine (4-stroke),Point,Internal Combustion Engines;Off-highway 4-stroke Gasoline Engines;Industrial Equipment;Industrial Fork Lift: Gasoline Engine (4-stroke)
2680003000,Waste Disposal,"Waste Disposal, Treatment, and Recovery",Composting,"100% Green Waste (e.g., residential or municipal yard wastes)",All Processes,Nonpoint,"Waste Disposal, Treatment, and Recovery;Composting;100% Green Waste (e.g., residential or municipal yard wastes);All Processes"
27000320,Mobile - Non-Road Equipment - Diesel,Internal Combustion Engines,Off-highway Diesel Engines,Industrial Equipment,Industrial Fork Lift: Diesel,Point,Internal Combustion Engines;Off-highway Diesel Engines;Industrial Equipment;Industrial Fork Lift: Diesel
2701200000,Biogenics - Vegetation and Soil,Natural Sources,Biogenic,Vegetation,Total,Biogenic,Natural Sources;Biogenic;Vegetation;Total
2701220000,Biogenics - Vegetation and Soil,Natural Sources,Biogenic,Vegetation/Agriculture,Total,Biogenic,Natural Sources;Biogenic;Vegetation/Agriculture;Total
2801000003,Agriculture - Crops & Livestock Dust,Miscellaneous Area Sources,Agriculture Production - Crops,Agriculture - Crops,Tilling,Nonpoint,Miscellaneous Area Sources;Agriculture Production - Crops;Agriculture - Crops;Tilling
2801500000,Fires - Agricultural Field Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Unspecified crop type and Burn Method,Ag Burning,Miscellaneous Area Sources;Agriculture Production - Crops;Agricultural Field Burning - whole field set on fire;Unspecified crop type and Burn Method
2801500141,Fires - Agricultural Field Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Bean (red): Headfire Burning,Ag Burning,Miscellaneous Area Sources;Agriculture Production - Crops;Agricultural Field Burning - whole field set on fire;Field Crop is Bean (red): Headfire Burning
2801500150,Fires - Agricultural Field Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Corn: Burning Techniques Not Important,Ag Burning,Miscellaneous Area Sources;Agriculture Production - Crops;Agricultural Field Burning - whole field set on fire;Field Crop is Corn: Burning Techniques Not Important
2801500160,Fires - Agricultural Field Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Cotton: Burning Techniques Not Important,Ag Burning,Miscellaneous Area Sources;Agriculture Production - Crops;Agricultural Field Burning - whole field set on fire;Field Crop is Cotton: Burning Techniques Not Important
2801500171,Fires - Agricultural Field Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Fallow,Ag Burning,Miscellaneous Area Sources;Agriculture Production - Crops;Agricultural Field Burning - whole field set on fire;Fallow
2801500220,Fires - Agricultural Field Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Rice: Burning Techniques Not Significant,Ag Burning,Miscellaneous Area Sources;Agriculture Production - Crops;Agricultural Field Burning - whole field set on fire;Field Crop is Rice: Burning Techniques Not Significant
2801500262,Fires - Agricultural Field Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Wheat: Backfire Burning,Ag Burning,Miscellaneous Area Sources;Agriculture Production - Crops;Agricultural Field Burning - whole field set on fire;Field Crop is Wheat: Backfire Burning
2801500264,Fires - Agricultural Field Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,DoubleCrop Winter Wheat and Soybeans,Ag Burning,Miscellaneous Area Sources;Agriculture Production - Crops;Agricultural Field Burning - whole field set on fire;DoubleCrop Winter Wheat and Soybeans
2801700099,Agriculture - Fertilizer Application,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Miscellaneous Fertilizers,Fertilizer,Miscellaneous Area Sources;Agriculture Production - Crops;Fertilizer Application;Miscellaneous Fertilizers
2802004001,Miscellaneous Non-Industrial Not Elsewhere Classified,Miscellaneous Area Sources,Agricultural Crop Usage,Agriculture Silage,Storage,Nonpoint,Miscellaneous Area Sources;Agricultural Crop Usage;Agriculture Silage;Storage
2802004002,Miscellaneous Non-Industrial Not Elsewhere Classified,Miscellaneous Area Sources,Agricultural Crop Usage,Agriculture Silage,Mixing,Nonpoint,Miscellaneous Area Sources;Agricultural Crop Usage;Agriculture Silage;Mixing
2802004003,Miscellaneous Non-Industrial Not Elsewhere Classified,Miscellaneous Area Sources,Agricultural Crop Usage,Agriculture Silage,Feeding,Nonpoint,Miscellaneous Area Sources;Agricultural Crop Usage;Agriculture Silage;Feeding
2805002000,Agriculture - Livestock Waste,Miscellaneous Area Sources,Agriculture Production - Livestock,Beef cattle production composite,Not Elsewhere Classified,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Beef cattle production composite;Not Elsewhere Classified
2805007100,Agriculture - Livestock Waste,Miscellaneous Area Sources,Agriculture Production - Livestock,Poultry Waste,Poultry Production - Layers with Dry Manure Management Systems: Confinement,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Poultry Waste;Poultry Production - Layers with Dry Manure Management Systems: Confinement
2805009100,Agriculture - Livestock Waste,Miscellaneous Area Sources,Agriculture Production - Livestock,Poultry production - broilers,Confinement,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Poultry production - broilers;Confinement
2805010100,Agriculture - Livestock Waste,Miscellaneous Area Sources,Agriculture Production - Livestock,Poultry production - turkeys,Confinement,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Poultry production - turkeys;Confinement
2805018000,Agriculture - Livestock Waste,Miscellaneous Area Sources,Agriculture Production - Livestock,Dairy cattle composite,Not Elsewhere Classified,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Dairy cattle composite;Not Elsewhere Classified
2805025000,Agriculture - Livestock Waste,Miscellaneous Area Sources,Agriculture Production - Livestock,Swine production composite,"Not Elsewhere Classified (see also 28-05-039, -047, -053)",Livestock,"Miscellaneous Area Sources;Agriculture Production - Livestock;Swine production composite;Not Elsewhere Classified (see also 28-05-039, -047, -053)"
2805035000,Agriculture - Livestock Waste,Miscellaneous Area Sources,Agriculture Production - Livestock,Horses and Ponies Waste Emissions,Not Elsewhere Classified,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Horses and Ponies Waste Emissions;Not Elsewhere Classified
2805040000,Agriculture - Livestock Waste,Miscellaneous Area Sources,Agriculture Production - Livestock,Sheep and Lambs Waste Emissions,Total,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Sheep and Lambs Waste Emissions;Total
2805045000,Agriculture - Livestock Waste,Miscellaneous Area Sources,Agriculture Production - Livestock,Goats Waste Emissions,Not Elsewhere Classified,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Goats Waste Emissions;Not Elsewhere Classified
2805100010,Agriculture - Crops & Livestock Dust,Miscellaneous Area Sources,Agriculture Production - Livestock,Dust kicked up by Livestock,Beef cattle - finishing operations on feedlots (drylots),Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Dust kicked up by Livestock;Beef cattle - finishing operations on feedlots (drylots)
2805100020,Agriculture - Crops & Livestock Dust,Miscellaneous Area Sources,Agriculture Production - Livestock,Dust kicked up by Livestock,Dairy Cattle,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Dust kicked up by Livestock;Dairy Cattle
2805100030,Agriculture - Crops & Livestock Dust,Miscellaneous Area Sources,Agriculture Production - Livestock,Dust kicked up by Livestock,Broilers,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Dust kicked up by Livestock;Broilers
2805100040,Agriculture - Crops & Livestock Dust,Miscellaneous Area Sources,Agriculture Production - Livestock,Dust kicked up by Livestock,Layers,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Dust kicked up by Livestock;Layers
2805100050,Agriculture - Crops & Livestock Dust,Miscellaneous Area Sources,Agriculture Production - Livestock,Dust kicked up by Livestock,Swine,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Dust kicked up by Livestock;Swine
2805100060,Agriculture - Crops & Livestock Dust,Miscellaneous Area Sources,Agriculture Production - Livestock,Dust kicked up by Livestock,Turkeys,Livestock,Miscellaneous Area Sources;Agriculture Production - Livestock;Dust kicked up by Livestock;Turkeys
2810001001,Fires - Wildfires,Miscellaneous Area Sources,Other Combustion,Forest Wildfires,Smoldering,Wildfires,Miscellaneous Area Sources;Other Combustion;Forest Wildfires;Smoldering
2810001002,Fires - Wildfires,Miscellaneous Area Sources,Other Combustion,Forest Wildfires,Flaming,Wildfires,Miscellaneous Area Sources;Other Combustion;Forest Wildfires;Flaming
2810005001,Waste Disposal,Miscellaneous Area Sources,Other Combustion,"Managed Burning, Slash (Logging Debris)",Pile Burning,Nonpoint,"Miscellaneous Area Sources;Other Combustion;Managed Burning, Slash (Logging Debris);Pile Burning"
